DATE,BAMLC0A0CM,BAMLC0A0CMEY
2000-07-13,1.70,7.91
2000-07-14,1.69,7.99
2000-07-17,1.68,8.03
2000-07-18,1.67,8.02
2000-07-19,1.67,8.02
2000-07-20,1.68,7.89
2000-07-21,1.67,7.88
2000-07-24,1.68,7.90
2000-07-25,1.68,7.90
2000-07-26,1.65,7.90
2000-07-27,1.67,7.86
2000-07-28,1.66,7.87
2000-07-31,1.69,7.89
2000-08-01,1.68,7.84
2000-08-02,1.69,7.82
2000-08-03,1.69,7.80
2000-08-04,1.69,7.76
2000-08-07,1.69,7.80
2000-08-08,1.68,7.77
2000-08-09,1.68,7.76
2000-08-10,1.69,7.73
2000-08-11,1.69,7.79
2000-08-14,1.68,7.77
2000-08-15,1.68,7.80
2000-08-16,1.68,7.81
2000-08-17,1.68,7.81
2000-08-18,1.69,7.78
2000-08-21,1.70,7.80
2000-08-22,1.71,7.80
2000-08-23,1.71,7.76
2000-08-24,1.72,7.75
2000-08-25,1.71,7.74
2000-08-28,1.72,7.79
2000-08-29,1.71,7.83
2000-08-30,1.71,7.82
2000-08-31,1.72,7.74
2000-09-01,1.72,7.68
2000-09-04,1.72,7.68
2000-09-05,1.72,7.68
2000-09-06,1.72,7.71
2000-09-07,1.72,7.74
2000-09-08,1.72,7.71
2000-09-11,1.72,7.74
2000-09-12,1.71,7.74
2000-09-13,1.71,7.70
2000-09-14,1.72,7.74
2000-09-15,1.70,7.75
2000-09-18,1.70,7.75
2000-09-19,1.69,7.73
2000-09-20,1.68,7.77
2000-09-21,1.68,7.75
2000-09-22,1.69,7.72
2000-09-25,1.67,7.72
2000-09-26,1.69,7.69
2000-09-27,1.67,7.68
2000-09-28,1.65,7.67
2000-09-29,1.65,7.65
2000-09-30,1.66,7.65
2000-10-02,1.66,7.66
2000-10-03,1.66,7.70
2000-10-04,1.67,7.72
2000-10-05,1.68,7.71
2000-10-06,1.68,7.68
2000-10-09,1.69,7.68
2000-10-10,1.71,7.68
2000-10-11,1.72,7.66
2000-10-12,1.74,7.62
2000-10-13,1.76,7.64
2000-10-16,1.76,7.68
2000-10-17,1.79,7.63
2000-10-18,1.81,7.65
2000-10-19,1.80,7.66
2000-10-20,1.81,7.65
2000-10-23,1.83,7.61
2000-10-24,1.83,7.65
2000-10-25,1.82,7.69
2000-10-26,1.83,7.70
2000-10-27,1.84,7.74
2000-10-30,1.87,7.78
2000-10-31,1.89,7.81
2000-11-01,1.88,7.77
2000-11-02,1.88,7.76
2000-11-03,1.87,7.83
2000-11-06,1.86,7.87
2000-11-07,1.86,7.86
2000-11-08,1.86,7.86
2000-11-09,1.86,7.81
2000-11-10,1.87,7.80
2000-11-13,1.87,7.77
2000-11-14,1.86,7.76
2000-11-15,1.87,7.73
2000-11-16,1.87,7.70
2000-11-17,1.88,7.74
2000-11-20,1.90,7.74
2000-11-21,1.90,7.74
2000-11-22,1.92,7.69
2000-11-23,1.92,7.69
2000-11-24,1.92,7.73
2000-11-27,1.94,7.74
2000-11-28,1.95,7.71
2000-11-29,1.96,7.68
2000-11-30,1.99,7.61
2000-12-01,1.99,7.66
2000-12-04,2.01,7.67
2000-12-05,2.03,7.61
2000-12-06,2.02,7.52
2000-12-07,2.04,7.52
2000-12-08,2.04,7.56
2000-12-11,2.02,7.56
2000-12-12,2.02,7.55
2000-12-13,2.02,7.48
2000-12-14,2.00,7.41
2000-12-15,1.99,7.37
2000-12-18,1.99,7.35
2000-12-19,1.99,7.37
2000-12-20,1.98,7.27
2000-12-21,1.99,7.22
2000-12-22,2.00,7.21
2000-12-25,.,.
2000-12-26,2.02,7.24
2000-12-27,2.02,7.31
2000-12-28,2.03,7.34
2000-12-29,2.03,7.33
2000-12-31,2.02,7.31
2001-01-01,.,.
2001-01-02,2.04,7.12
2001-01-03,2.02,7.26
2001-01-04,2.00,7.14
2001-01-05,2.01,7.02
2001-01-08,1.99,6.98
2001-01-09,1.96,7.02
2001-01-10,1.95,7.10
2001-01-11,1.94,7.12
2001-01-12,1.94,7.23
2001-01-15,1.93,7.23
2001-01-16,1.94,7.21
2001-01-17,1.94,7.14
2001-01-18,1.93,7.04
2001-01-19,1.91,7.10
2001-01-22,1.89,7.11
2001-01-23,1.82,7.11
2001-01-24,1.85,7.15
2001-01-25,1.83,7.10
2001-01-26,1.84,7.09
2001-01-29,1.83,7.10
2001-01-30,1.79,7.00
2001-01-31,1.76,6.88
2001-02-01,1.74,6.78
2001-02-02,1.74,6.87
2001-02-05,1.75,6.88
2001-02-06,1.76,6.93
2001-02-07,1.76,6.92
2001-02-08,1.76,6.93
2001-02-09,1.77,6.86
2001-02-12,1.78,6.90
2001-02-13,1.77,6.93
2001-02-14,1.77,6.98
2001-02-15,1.78,7.04
2001-02-16,1.78,6.95
2001-02-19,1.78,6.95
2001-02-20,1.78,6.95
2001-02-21,1.78,6.98
2001-02-22,1.80,6.97
2001-02-23,1.81,6.92
2001-02-26,1.82,6.88
2001-02-27,1.81,6.81
2001-02-28,1.81,6.76
2001-03-01,1.78,6.71
2001-03-02,1.79,6.80
2001-03-05,1.78,6.81
2001-03-06,1.78,6.81
2001-03-07,1.77,6.75
2001-03-08,1.76,6.71
2001-03-09,1.76,6.75
2001-03-12,1.77,6.74
2001-03-13,1.78,6.77
2001-03-14,1.79,6.68
2001-03-15,1.79,6.62
2001-03-16,1.78,6.59
2001-03-19,1.77,6.65
2001-03-20,1.78,6.60
2001-03-21,1.78,6.58
2001-03-22,1.79,6.54
2001-03-23,1.80,6.61
2001-03-26,1.79,6.65
2001-03-27,1.78,6.77
2001-03-28,1.80,6.76
2001-03-29,1.79,6.73
2001-03-30,1.78,6.67
2001-03-31,1.77,6.67
2001-04-02,1.77,6.69
2001-04-03,1.80,6.69
2001-04-04,1.83,6.68
2001-04-05,1.89,6.74
2001-04-06,1.81,6.62
2001-04-09,1.82,6.66
2001-04-10,1.82,6.80
2001-04-11,1.81,6.82
2001-04-12,1.81,6.87
2001-04-13,.,.
2001-04-16,1.81,6.99
2001-04-17,1.81,6.91
2001-04-18,1.82,6.81
2001-04-19,1.79,6.89
2001-04-20,1.78,6.87
2001-04-23,1.79,6.79
2001-04-24,1.78,6.79
2001-04-25,1.78,6.84
2001-04-26,1.79,6.77
2001-04-27,1.79,6.88
2001-04-30,1.63,6.79
2001-05-01,1.61,6.73
2001-05-02,1.60,6.72
2001-05-03,1.61,6.65
2001-05-04,1.63,6.63
2001-05-07,1.62,6.63
2001-05-08,1.62,6.63
2001-05-09,1.62,6.59
2001-05-10,1.62,6.68
2001-05-11,1.61,6.87
2001-05-14,1.61,6.80
2001-05-15,1.59,6.82
2001-05-16,1.57,6.77
2001-05-17,1.55,6.76
2001-05-18,1.57,6.76
2001-05-21,1.56,6.76
2001-05-22,1.56,6.75
2001-05-23,1.56,6.74
2001-05-24,1.55,6.81
2001-05-25,1.55,6.80
2001-05-28,1.55,6.80
2001-05-29,1.54,6.81
2001-05-30,1.53,6.80
2001-05-31,1.55,6.72
2001-06-01,1.53,6.69
2001-06-04,1.53,6.65
2001-06-05,1.51,6.58
2001-06-06,1.51,6.57
2001-06-07,1.51,6.61
2001-06-08,1.51,6.66
2001-06-11,1.51,6.61
2001-06-12,1.51,6.56
2001-06-13,1.51,6.56
2001-06-14,1.51,6.51
2001-06-15,1.52,6.52
2001-06-18,1.54,6.53
2001-06-19,1.54,6.53
2001-06-20,1.56,6.52
2001-06-21,1.56,6.50
2001-06-22,1.56,6.44
2001-06-25,1.55,6.45
2001-06-26,1.55,6.53
2001-06-27,1.54,6.56
2001-06-28,1.54,6.66
2001-06-29,1.55,6.71
2001-06-30,1.55,6.73
2001-07-02,1.56,6.66
2001-07-03,1.52,6.68
2001-07-04,1.52,6.68
2001-07-05,1.55,6.74
2001-07-06,1.55,6.68
2001-07-09,1.53,6.64
2001-07-10,1.54,6.59
2001-07-11,1.54,6.60
2001-07-12,1.55,6.56
2001-07-13,1.54,6.57
2001-07-16,1.54,6.52
2001-07-17,1.54,6.52
2001-07-18,1.54,6.42
2001-07-19,1.54,6.43
2001-07-20,1.53,6.42
2001-07-23,1.51,6.40
2001-07-24,1.51,6.38
2001-07-25,1.51,6.44
2001-07-26,1.51,6.42
2001-07-27,1.51,6.35
2001-07-30,1.50,6.32
2001-07-31,1.50,6.29
2001-08-01,1.49,6.30
2001-08-02,1.49,6.36
2001-08-03,1.49,6.38
2001-08-06,1.49,6.37
2001-08-07,1.49,6.37
2001-08-08,1.49,6.27
2001-08-09,1.49,6.29
2001-08-10,1.49,6.26
2001-08-13,1.50,6.24
2001-08-14,1.50,6.26
2001-08-15,1.51,6.29
2001-08-16,1.52,6.26
2001-08-17,1.53,6.18
2001-08-20,1.54,6.25
2001-08-21,1.55,6.24
2001-08-22,1.53,6.25
2001-08-23,1.53,6.22
2001-08-24,1.53,6.25
2001-08-27,1.53,6.26
2001-08-28,1.52,6.18
2001-08-29,1.52,6.12
2001-08-30,1.52,6.11
2001-08-31,1.53,6.19
2001-09-03,1.53,6.18
2001-09-04,1.53,6.34
2001-09-05,1.55,6.31
2001-09-06,1.56,6.21
2001-09-07,1.57,6.15
2001-09-10,1.59,6.19
2001-09-11,.,.
2001-09-12,.,.
2001-09-13,.,.
2001-09-14,1.80,6.02
2001-09-17,1.83,6.09
2001-09-18,1.88,6.21
2001-09-19,1.82,6.10
2001-09-20,1.84,6.17
2001-09-21,1.87,6.17
2001-09-24,2.03,6.20
2001-09-25,1.88,6.17
2001-09-26,1.88,6.11
2001-09-27,1.90,6.06
2001-09-28,1.85,6.05
2001-09-30,1.85,6.07
2001-10-01,1.85,6.05
2001-10-02,1.85,6.01
2001-10-03,1.85,5.99
2001-10-04,1.84,5.98
2001-10-05,1.84,5.97
2001-10-08,1.84,5.96
2001-10-09,1.85,6.03
2001-10-10,1.86,6.04
2001-10-11,1.85,6.11
2001-10-12,1.84,6.08
2001-10-15,1.84,6.04
2001-10-16,1.85,6.01
2001-10-17,1.83,5.99
2001-10-18,1.84,5.99
2001-10-19,1.83,6.02
2001-10-22,1.83,6.02
2001-10-23,1.83,6.04
2001-10-24,1.84,5.99
2001-10-25,1.85,5.93
2001-10-26,1.86,5.93
2001-10-29,1.87,5.89
2001-10-30,1.89,5.85
2001-10-31,1.93,5.81
2001-11-01,1.93,5.79
2001-11-02,1.94,5.89
2001-11-05,1.94,5.84
2001-11-06,1.92,5.79
2001-11-07,1.93,5.72
2001-11-08,1.92,5.79
2001-11-09,1.91,5.81
2001-11-12,1.90,5.80
2001-11-13,1.89,5.85
2001-11-14,1.86,5.95
2001-11-15,1.83,6.15
2001-11-16,1.81,6.27
2001-11-19,1.80,6.12
2001-11-20,1.80,6.20
2001-11-21,1.78,6.28
2001-11-22,1.78,6.28
2001-11-23,1.74,6.33
2001-11-26,1.73,6.32
2001-11-27,1.70,6.22
2001-11-28,1.71,6.22
2001-11-29,1.71,6.03
2001-11-30,1.71,6.06
2001-12-03,1.74,6.05
2001-12-04,1.74,6.00
2001-12-05,1.72,6.22
2001-12-06,1.68,6.29
2001-12-07,1.67,6.39
2001-12-10,1.69,6.35
2001-12-11,1.72,6.31
2001-12-12,1.72,6.24
2001-12-13,1.73,6.36
2001-12-14,1.72,6.43
2001-12-17,1.62,6.46
2001-12-18,1.73,6.38
2001-12-19,1.73,6.31
2001-12-20,1.72,6.32
2001-12-21,1.70,6.34
2001-12-24,1.70,6.37
2001-12-25,.,.
2001-12-26,1.69,6.42
2001-12-27,1.68,6.33
2001-12-28,1.68,6.34
2001-12-31,1.65,6.25
2002-01-01,.,.
2002-01-02,1.64,6.36
2002-01-03,1.63,6.32
2002-01-04,1.62,6.32
2002-01-07,1.63,6.22
2002-01-08,1.64,6.25
2002-01-09,1.64,6.23
2002-01-10,1.65,6.13
2002-01-11,1.65,6.03
2002-01-14,1.65,6.03
2002-01-15,1.65,6.00
2002-01-16,1.66,6.03
2002-01-17,1.67,6.13
2002-01-18,1.65,6.07
2002-01-21,1.65,6.06
2002-01-22,1.65,6.08
2002-01-23,1.65,6.17
2002-01-24,1.62,6.18
2002-01-25,1.62,6.21
2002-01-28,1.61,6.20
2002-01-29,1.64,6.11
2002-01-30,1.72,6.20
2002-01-31,1.71,6.30
2002-02-01,1.71,6.23
2002-02-04,1.76,6.20
2002-02-05,1.83,6.27
2002-02-06,1.87,6.33
2002-02-07,1.87,6.35
2002-02-08,1.83,6.26
2002-02-11,1.85,6.29
2002-02-12,1.83,6.34
2002-02-13,1.83,6.37
2002-02-14,1.81,6.32
2002-02-15,1.84,6.25
2002-02-18,1.84,6.25
2002-02-19,1.86,6.29
2002-02-20,1.87,6.30
2002-02-21,1.86,6.28
2002-02-22,1.87,6.25
2002-02-25,1.84,6.25
2002-02-26,1.82,6.30
2002-02-27,1.82,6.20
2002-02-28,1.81,6.27
2002-03-01,1.78,6.36
2002-03-04,1.78,6.38
2002-03-05,1.77,6.37
2002-03-06,1.76,6.39
2002-03-07,1.73,6.53
2002-03-08,1.71,6.62
2002-03-11,1.70,6.62
2002-03-12,1.71,6.60
2002-03-13,1.72,6.56
2002-03-14,1.70,6.69
2002-03-15,1.69,6.64
2002-03-18,1.70,6.61
2002-03-19,1.70,6.62
2002-03-20,1.69,6.69
2002-03-21,1.69,6.68
2002-03-22,1.68,6.70
2002-03-25,1.68,6.71
2002-03-26,1.69,6.65
2002-03-27,1.70,6.65
2002-03-28,1.71,6.71
2002-03-29,.,.
2002-03-31,1.71,6.76
2002-04-01,1.70,6.76
2002-04-02,1.71,6.69
2002-04-03,1.70,6.60
2002-04-04,1.71,6.61
2002-04-05,1.72,6.55
2002-04-08,1.72,6.57
2002-04-09,1.72,6.54
2002-04-10,1.72,6.55
2002-04-11,1.75,6.55
2002-04-12,1.74,6.50
2002-04-15,1.74,6.47
2002-04-16,1.75,6.51
2002-04-17,1.72,6.51
2002-04-18,1.70,6.48
2002-04-19,1.71,6.47
2002-04-22,1.75,6.49
2002-04-23,1.78,6.52
2002-04-24,1.79,6.45
2002-04-25,1.81,6.46
2002-04-26,1.82,6.44
2002-04-29,1.87,6.52
2002-04-30,1.88,6.56
2002-05-01,1.92,6.55
2002-05-02,1.92,6.59
2002-05-03,1.90,6.52
2002-05-06,1.91,6.54
2002-05-07,1.92,6.53
2002-05-08,1.89,6.64
2002-05-09,1.89,6.60
2002-05-10,1.89,6.54
2002-05-13,1.89,6.62
2002-05-14,1.89,6.71
2002-05-15,1.88,6.65
2002-05-16,1.89,6.59
2002-05-17,1.88,6.65
2002-05-20,1.88,6.59
2002-05-21,1.87,6.53
2002-05-22,1.87,6.48
2002-05-23,1.86,6.51
2002-05-24,1.84,6.50
2002-05-27,1.84,6.49
2002-05-28,1.83,6.47
2002-05-29,1.82,6.41
2002-05-30,1.83,6.37
2002-05-31,1.62,6.22
2002-06-03,1.63,6.20
2002-06-04,1.62,6.16
2002-06-05,1.61,6.18
2002-06-06,1.62,6.15
2002-06-07,1.64,6.22
2002-06-10,1.64,6.20
2002-06-11,1.66,6.17
2002-06-12,1.68,6.15
2002-06-13,1.67,6.11
2002-06-14,1.69,6.02
2002-06-17,1.68,6.06
2002-06-18,1.68,6.05
2002-06-19,1.70,5.95
2002-06-20,1.72,6.07
2002-06-21,1.73,6.01
2002-06-24,1.76,6.11
2002-06-25,1.76,6.10
2002-06-26,1.86,6.08
2002-06-27,1.86,6.17
2002-06-28,1.90,6.22
2002-06-30,1.87,6.23
2002-07-01,1.85,6.19
2002-07-02,1.90,6.17
2002-07-03,1.92,6.17
2002-07-04,1.92,6.17
2002-07-05,1.89,6.27
2002-07-08,1.89,6.21
2002-07-09,1.88,6.13
2002-07-10,1.88,6.03
2002-07-11,1.92,6.04
2002-07-12,1.92,6.02
2002-07-15,1.96,6.06
2002-07-16,1.97,6.16
2002-07-17,2.00,6.14
2002-07-18,1.98,6.06
2002-07-19,2.03,6.06
2002-07-22,2.07,6.00
2002-07-23,2.14,6.03
2002-07-24,2.30,6.17
2002-07-25,2.30,6.14
2002-07-26,2.38,6.17
2002-07-29,2.38,6.34
2002-07-30,2.37,6.36
2002-07-31,2.27,6.16
2002-08-01,2.26,6.06
2002-08-02,2.29,5.95
2002-08-05,2.38,5.99
2002-08-06,2.40,6.13
2002-08-07,2.38,6.03
2002-08-08,2.38,6.12
2002-08-09,2.41,6.05
2002-08-12,2.42,6.03
2002-08-13,2.44,5.96
2002-08-14,2.41,5.96
2002-08-15,2.38,6.01
2002-08-16,2.36,6.12
2002-08-19,2.34,6.08
2002-08-20,2.29,5.90
2002-08-21,2.27,5.90
2002-08-22,2.25,5.98
2002-08-23,2.24,5.90
2002-08-26,2.23,5.87
2002-08-27,2.22,5.93
2002-08-28,2.22,5.87
2002-08-29,2.23,5.82
2002-08-30,2.22,5.80
2002-08-31,2.22,5.83
2002-09-02,2.22,5.82
2002-09-03,2.27,5.70
2002-09-04,2.28,5.70
2002-09-05,2.29,5.65
2002-09-06,2.28,5.77
2002-09-09,2.28,5.79
2002-09-10,2.26,5.74
2002-09-11,2.26,5.83
2002-09-12,2.24,5.71
2002-09-13,2.23,5.65
2002-09-16,2.21,5.60
2002-09-17,2.20,5.58
2002-09-18,2.21,5.58
2002-09-19,2.23,5.53
2002-09-20,2.26,5.55
2002-09-23,2.29,5.51
2002-09-24,2.35,5.54
2002-09-25,2.33,5.62
2002-09-26,2.32,5.62
2002-09-27,2.33,5.54
2002-09-30,2.37,5.50
2002-10-01,2.36,5.58
2002-10-02,2.35,5.57
2002-10-03,2.37,5.57
2002-10-04,2.42,5.63
2002-10-07,2.47,5.64
2002-10-08,2.57,5.75
2002-10-09,2.67,5.78
2002-10-10,2.72,5.88
2002-10-11,2.65,5.93
2002-10-14,2.65,5.92
2002-10-15,2.59,6.06
2002-10-16,2.62,6.11
2002-10-17,2.61,6.19
2002-10-18,2.62,6.20
2002-10-21,2.60,6.25
2002-10-22,2.59,6.26
2002-10-23,2.60,6.25
2002-10-24,2.58,6.15
2002-10-25,2.57,6.07
2002-10-28,2.54,6.00
2002-10-29,2.55,5.86
2002-10-30,2.55,5.87
2002-10-31,2.46,5.76
2002-11-01,2.45,5.81
2002-11-04,2.41,5.83
2002-11-05,2.38,5.81
2002-11-06,2.32,5.73
2002-11-07,2.28,5.59
2002-11-08,2.30,5.56
2002-11-11,2.30,5.55
2002-11-12,2.30,5.55
2002-11-13,2.30,5.53
2002-11-14,2.22,5.62
2002-11-15,2.18,5.59
2002-11-18,2.12,5.52
2002-11-19,2.10,5.48
2002-11-20,2.06,5.54
2002-11-21,2.01,5.56
2002-11-22,2.00,5.58
2002-11-25,2.00,5.58
2002-11-26,2.02,5.49
2002-11-27,1.98,5.63
2002-11-28,1.98,5.63
2002-11-29,2.00,5.59
2002-11-30,1.98,5.62
2002-12-02,1.93,5.58
2002-12-03,1.95,5.61
2002-12-04,1.97,5.56
2002-12-05,1.97,5.51
2002-12-06,1.97,5.47
2002-12-09,1.98,5.43
2002-12-10,1.99,5.44
2002-12-11,1.97,5.38
2002-12-12,1.96,5.37
2002-12-13,1.96,5.41
2002-12-16,1.93,5.43
2002-12-17,1.90,5.38
2002-12-18,1.90,5.31
2002-12-19,1.90,5.22
2002-12-20,1.89,5.22
2002-12-23,1.90,5.23
2002-12-24,1.90,5.19
2002-12-25,.,.
2002-12-26,1.90,5.17
2002-12-27,1.90,5.08
2002-12-30,1.89,5.05
2002-12-31,1.88,5.08
2003-01-01,.,.
2003-01-02,1.86,5.26
2003-01-03,1.85,5.25
2003-01-06,1.82,5.26
2003-01-07,1.81,5.20
2003-01-08,1.80,5.15
2003-01-09,1.77,5.29
2003-01-10,1.75,5.25
2003-01-13,1.73,5.21
2003-01-14,1.73,5.16
2003-01-15,1.73,5.15
2003-01-16,1.74,5.16
2003-01-17,1.75,5.12
2003-01-20,1.75,5.11
2003-01-21,1.75,5.09
2003-01-22,1.77,5.04
2003-01-23,1.75,5.06
2003-01-24,1.76,5.02
2003-01-27,1.76,5.06
2003-01-28,1.75,5.07
2003-01-29,1.75,5.12
2003-01-30,1.74,5.07
2003-01-31,1.74,5.08
2003-02-03,1.71,5.07
2003-02-04,1.71,5.01
2003-02-05,1.69,5.06
2003-02-06,1.70,5.00
2003-02-07,1.70,4.96
2003-02-10,1.69,5.01
2003-02-11,1.69,4.99
2003-02-12,1.69,4.94
2003-02-13,1.72,4.90
2003-02-14,1.71,4.97
2003-02-17,1.70,4.95
2003-02-18,1.70,4.95
2003-02-19,1.70,4.89
2003-02-20,1.69,4.85
2003-02-21,1.68,4.88
2003-02-24,1.67,4.84
2003-02-25,1.69,4.82
2003-02-26,1.68,4.79
2003-02-27,1.67,4.77
2003-02-28,1.66,4.74
2003-03-03,1.63,4.69
2003-03-04,1.64,4.68
2003-03-05,1.67,4.67
2003-03-06,1.67,4.69
2003-03-07,1.69,4.68
2003-03-10,1.70,4.63
2003-03-11,1.70,4.67
2003-03-12,1.71,4.69
2003-03-13,1.68,4.81
2003-03-14,1.68,4.78
2003-03-17,1.67,4.86
2003-03-18,1.66,4.92
2003-03-19,1.65,4.97
2003-03-20,1.65,4.99
2003-03-21,1.62,5.05
2003-03-24,1.62,4.94
2003-03-25,1.62,4.93
2003-03-26,1.60,4.89
2003-03-27,1.59,4.85
2003-03-28,1.58,4.81
2003-03-31,1.58,4.77
2003-04-01,1.57,4.75
2003-04-02,1.56,4.83
2003-04-03,1.54,4.79
2003-04-04,1.55,4.82
2003-04-07,1.53,4.87
2003-04-08,1.54,4.80
2003-04-09,1.54,4.77
2003-04-10,1.54,4.80
2003-04-11,1.53,4.84
2003-04-14,1.53,4.88
2003-04-15,1.50,4.80
2003-04-16,1.47,4.76
2003-04-17,1.45,4.76
2003-04-18,.,.
2003-04-21,1.43,4.75
2003-04-22,1.41,4.73
2003-04-23,1.39,4.71
2003-04-24,1.38,4.62
2003-04-25,1.37,4.58
2003-04-28,1.36,4.59
2003-04-29,1.35,4.60
2003-04-30,1.34,4.54
2003-05-01,1.33,4.51
2003-05-02,1.30,4.54
2003-05-05,1.29,4.51
2003-05-06,1.28,4.41
2003-05-07,1.28,4.32
2003-05-08,1.28,4.31
2003-05-09,1.29,4.31
2003-05-12,1.29,4.29
2003-05-13,1.31,4.29
2003-05-14,1.32,4.23
2003-05-15,1.33,4.26
2003-05-16,1.33,4.18
2003-05-19,1.33,4.16
2003-05-20,1.35,4.10
2003-05-21,1.36,4.15
2003-05-22,1.36,4.10
2003-05-23,1.34,4.09
2003-05-26,1.34,4.08
2003-05-27,1.33,4.11
2003-05-28,1.33,4.12
2003-05-29,1.32,4.05
2003-05-30,1.32,4.05
2003-05-31,1.32,4.08
2003-06-02,1.31,4.12
2003-06-03,1.32,4.04
2003-06-04,1.32,4.00
2003-06-05,1.31,4.03
2003-06-06,1.30,4.04
2003-06-09,1.29,3.96
2003-06-10,1.29,3.87
2003-06-11,1.28,3.88
2003-06-12,1.28,3.85
2003-06-13,1.27,3.79
2003-06-16,1.25,3.84
2003-06-17,1.23,3.91
2003-06-18,1.23,3.97
2003-06-19,1.23,3.94
2003-06-20,1.23,3.99
2003-06-23,1.24,3.92
2003-06-24,1.24,3.87
2003-06-25,1.23,3.97
2003-06-26,1.23,4.12
2003-06-27,1.22,4.13
2003-06-30,1.23,4.12
2003-07-01,1.24,4.15
2003-07-02,1.24,4.12
2003-07-03,1.23,4.19
2003-07-04,1.23,4.18
2003-07-07,1.22,4.23
2003-07-08,1.21,4.24
2003-07-09,1.21,4.23
2003-07-10,1.21,4.19
2003-07-11,1.22,4.15
2003-07-14,1.20,4.21
2003-07-15,1.19,4.36
2003-07-16,1.19,4.38
2003-07-17,1.18,4.39
2003-07-18,1.18,4.40
2003-07-21,1.17,4.56
2003-07-22,1.16,4.52
2003-07-23,1.17,4.48
2003-07-24,1.15,4.50
2003-07-25,1.15,4.51
2003-07-28,1.16,4.61
2003-07-29,1.15,4.70
2003-07-30,1.17,4.66
2003-07-31,1.19,4.88
2003-08-01,1.20,4.87
2003-08-04,1.20,4.78
2003-08-05,1.21,4.91
2003-08-06,1.23,4.79
2003-08-07,1.23,4.75
2003-08-08,1.22,4.74
2003-08-11,1.22,4.80
2003-08-12,1.23,4.78
2003-08-13,1.24,4.95
2003-08-14,1.24,4.98
2003-08-15,1.23,4.92
2003-08-18,1.23,4.89
2003-08-19,1.22,4.80
2003-08-20,1.21,4.84
2003-08-21,1.19,4.92
2003-08-22,1.19,4.87
2003-08-25,1.18,4.93
2003-08-26,1.18,4.89
2003-08-27,1.18,4.94
2003-08-28,1.18,4.83
2003-08-29,1.17,4.84
2003-08-31,1.18,4.88
2003-09-01,1.18,4.87
2003-09-02,1.15,4.98
2003-09-03,1.15,4.97
2003-09-04,1.17,4.89
2003-09-05,1.17,4.72
2003-09-08,1.17,4.75
2003-09-09,1.17,4.72
2003-09-10,1.17,4.63
2003-09-11,1.16,4.69
2003-09-12,1.16,4.62
2003-09-15,1.15,4.57
2003-09-16,1.15,4.60
2003-09-17,1.15,4.52
2003-09-18,1.13,4.53
2003-09-19,1.12,4.52
2003-09-22,1.12,4.56
2003-09-23,1.13,4.54
2003-09-24,1.13,4.48
2003-09-25,1.12,4.46
2003-09-26,1.12,4.38
2003-09-29,1.13,4.42
2003-09-30,1.13,4.31
2003-10-01,1.13,4.30
2003-10-02,1.12,4.36
2003-10-03,1.11,4.53
2003-10-06,1.12,4.48
2003-10-07,1.11,4.55
2003-10-08,1.11,4.55
2003-10-09,1.10,4.58
2003-10-10,1.09,4.54
2003-10-13,1.09,4.53
2003-10-14,1.09,4.61
2003-10-15,1.07,4.65
2003-10-16,1.06,4.73
2003-10-17,1.05,4.65
2003-10-20,1.03,4.64
2003-10-21,1.05,4.64
2003-10-22,1.06,4.57
2003-10-23,1.07,4.60
2003-10-24,1.07,4.51
2003-10-27,1.06,4.55
2003-10-28,1.06,4.47
2003-10-29,1.06,4.54
2003-10-30,1.05,4.60
2003-10-31,1.05,4.61
2003-11-03,1.06,4.66
2003-11-04,1.06,4.61
2003-11-05,1.07,4.68
2003-11-06,1.07,4.74
2003-11-07,1.06,4.77
2003-11-10,1.06,4.78
2003-11-11,1.05,4.78
2003-11-12,1.03,4.72
2003-11-13,1.03,4.57
2003-11-14,1.03,4.51
2003-11-17,1.02,4.45
2003-11-18,1.02,4.44
2003-11-19,1.03,4.51
2003-11-20,1.03,4.44
2003-11-21,1.03,4.44
2003-11-24,1.02,4.51
2003-11-25,1.02,4.47
2003-11-26,1.01,4.53
2003-11-27,1.01,4.53
2003-11-28,1.01,4.60
2003-11-30,1.01,4.63
2003-12-01,1.00,4.68
2003-12-02,0.99,4.66
2003-12-03,0.99,4.68
2003-12-04,0.98,4.63
2003-12-05,0.99,4.48
2003-12-08,0.98,4.53
2003-12-09,0.97,4.59
2003-12-10,0.97,4.55
2003-12-11,0.99,4.47
2003-12-12,0.99,4.47
2003-12-15,0.97,4.48
2003-12-16,0.98,4.45
2003-12-17,0.98,4.41
2003-12-18,0.97,4.39
2003-12-19,0.96,4.36
2003-12-22,0.96,4.39
2003-12-23,0.96,4.48
2003-12-24,0.97,4.41
2003-12-25,.,.
2003-12-26,0.96,4.36
2003-12-29,0.95,4.41
2003-12-30,0.96,4.45
2003-12-31,0.95,4.45
2004-01-01,.,.
2004-01-02,0.94,4.54
2004-01-05,0.93,4.54
2004-01-06,0.93,4.44
2004-01-07,0.93,4.41
2004-01-08,0.93,4.41
2004-01-09,0.93,4.26
2004-01-12,0.94,4.24
2004-01-13,0.93,4.19
2004-01-14,0.94,4.18
2004-01-15,0.93,4.17
2004-01-16,0.93,4.20
2004-01-19,0.92,4.19
2004-01-20,0.92,4.22
2004-01-21,0.92,4.21
2004-01-22,0.92,4.15
2004-01-23,0.91,4.23
2004-01-26,0.91,4.28
