DATE,BAMLC0A0CM,BAMLC0A0CMEY
2021-07-19,0.93,1.93
2021-07-20,0.94,1.95
2021-07-21,0.93,1.99
2021-07-22,0.93,1.97
2021-07-23,0.92,1.98
2021-07-26,0.92,1.97
2021-07-27,0.92,1.95
2021-07-28,0.92,1.96
2021-07-29,0.91,1.96
2021-07-30,0.91,1.94
2021-07-31,0.92,1.95
2021-08-02,0.93,1.92
2021-08-03,0.93,1.92
2021-08-04,0.93,1.93
2021-08-05,0.93,1.96
2021-08-06,0.93,2.01
2021-08-09,0.93,2.03
2021-08-10,0.93,2.05
2021-08-11,0.93,2.06
2021-08-12,0.93,2.06
2021-08-13,0.93,2.01
2021-08-16,0.93,1.98
2021-08-17,0.93,1.99
2021-08-18,0.94,2.00
2021-08-19,0.95,2.00
2021-08-20,0.95,2.01
2021-08-23,0.95,2.00
2021-08-24,0.94,2.01
2021-08-25,0.93,2.04
2021-08-26,0.93,2.03
2021-08-27,0.92,2.00
2021-08-30,0.92,1.98
2021-08-31,0.92,2.00
2021-09-01,0.92,2.00
2021-09-02,0.92,1.99
2021-09-03,0.92,2.01
2021-09-06,0.92,2.01
2021-09-07,0.92,2.04
2021-09-08,0.92,2.02
2021-09-09,0.92,1.99
2021-09-10,0.91,2.01
2021-09-13,0.90,1.99
2021-09-14,0.90,1.96
2021-09-15,0.90,1.97
2021-09-16,0.90,1.99
2021-09-17,0.90,2.01
2021-09-20,0.91,1.98
2021-09-21,0.91,1.99
2021-09-22,0.90,2.00
2021-09-23,0.89,2.04
2021-09-24,0.87,2.07
2021-09-27,0.86,2.07
2021-09-28,0.87,2.11
2021-09-29,0.87,2.12
2021-09-30,0.89,2.14
2021-10-01,0.89,2.10
2021-10-04,0.89,2.11
2021-10-05,0.89,2.14
2021-10-06,0.90,2.15
2021-10-07,0.90,2.18
2021-10-08,0.90,2.21
2021-10-11,0.90,2.21
2021-10-12,0.91,2.21
2021-10-13,0.91,2.19
2021-10-14,0.90,2.17
2021-10-15,0.89,2.20
2021-10-18,0.89,2.21
2021-10-19,0.89,2.23
2021-10-20,0.89,2.24
2021-10-21,0.89,2.28
2021-10-22,0.89,2.28
2021-10-25,0.89,2.25
2021-10-26,0.89,2.24
2021-10-27,0.89,2.18
2021-10-28,0.89,2.21
2021-10-29,0.89,2.21
2021-10-31,0.89,2.23
2021-11-01,0.90,2.25
2021-11-02,0.91,2.22
2021-11-03,0.91,2.24
2021-11-04,0.90,2.19
2021-11-05,0.90,2.13
2021-11-08,0.89,2.16
2021-11-09,0.90,2.12
2021-11-10,0.90,2.22
2021-11-11,0.90,2.23
2021-11-12,0.91,2.26
2021-11-15,0.91,2.29
2021-11-16,0.93,2.32
2021-11-17,0.94,2.30
2021-11-18,0.94,2.29
2021-11-19,0.94,2.26
2021-11-22,0.94,2.34
2021-11-23,0.96,2.38
2021-11-24,0.96,2.38
2021-11-25,0.96,2.38
2021-11-26,1.01,2.29
2021-11-29,1.02,2.31
2021-11-30,1.03,2.29
2021-12-01,1.03,2.30
2021-12-02,1.04,2.33
2021-12-03,1.03,2.25
2021-12-06,1.02,2.31
2021-12-07,1.00,2.33
2021-12-08,0.99,2.35
2021-12-09,0.99,2.34
2021-12-10,1.00,2.35
2021-12-13,1.00,2.30
2021-12-14,1.01,2.32
2021-12-15,1.01,2.35
2021-12-16,1.01,2.31
2021-12-17,1.01,2.30
2021-12-20,1.03,2.32
2021-12-21,1.02,2.36
2021-12-22,1.01,2.33
2021-12-23,1.00,2.36
2021-12-24,.,.
2021-12-27,0.99,2.35
2021-12-28,0.98,2.34
2021-12-29,0.97,2.37
2021-12-30,0.97,2.35
2021-12-31,0.98,2.35
2022-01-03,0.97,2.45
2022-01-04,0.96,2.46
2022-01-05,0.95,2.49
2022-01-06,0.95,2.52
2022-01-07,0.95,2.54
2022-01-10,0.96,2.57
2022-01-11,0.96,2.55
2022-01-12,0.96,2.54
2022-01-13,0.97,2.54
2022-01-14,0.97,2.60
2022-01-17,0.97,2.60
2022-01-18,0.98,2.69
2022-01-19,0.99,2.66
2022-01-20,1.00,2.67
2022-01-21,1.03,2.64
2022-01-24,1.05,2.64
2022-01-25,1.05,2.68
2022-01-26,1.03,2.73
2022-01-27,1.07,2.75
2022-01-28,1.09,2.76
2022-01-31,1.10,2.78
2022-02-01,1.08,2.78
2022-02-02,1.08,2.75
2022-02-03,1.08,2.80
2022-02-04,1.09,2.92
2022-02-07,1.10,2.91
2022-02-08,1.10,2.94
2022-02-09,1.09,2.92
2022-02-10,1.08,3.05
2022-02-11,1.10,3.01
2022-02-14,1.11,3.07
2022-02-15,1.11,3.10
2022-02-16,1.14,3.12
2022-02-17,1.18,3.09
2022-02-18,1.20,3.09
2022-02-21,1.20,3.09
2022-02-22,1.23,3.13
2022-02-23,1.24,3.17
2022-02-24,1.32,3.21
2022-02-25,1.27,3.21
2022-02-28,1.30,3.11
2022-03-01,1.33,3.02
2022-03-02,1.33,3.18
2022-03-03,1.33,3.17
2022-03-04,1.38,3.13
2022-03-07,1.43,3.21
2022-03-08,1.49,3.37
2022-03-09,1.47,3.41
2022-03-10,1.48,3.49
2022-03-11,1.50,3.51
2022-03-14,1.51,3.64
2022-03-15,1.52,3.66
2022-03-16,1.46,3.65
2022-03-17,1.39,3.58
2022-03-18,1.37,3.53
2022-03-21,1.33,3.66
2022-03-22,1.31,3.68
2022-03-23,1.31,3.63
2022-03-24,1.32,3.66
2022-03-25,1.29,3.78
2022-03-28,1.29,3.77
2022-03-29,1.26,3.69
2022-03-30,1.25,3.64
2022-03-31,1.22,3.59
2022-04-01,1.20,3.64
2022-04-04,1.18,3.65
2022-04-05,1.15,3.74
2022-04-06,1.18,3.79
2022-04-07,1.18,3.81
2022-04-08,1.20,3.89
2022-04-11,1.22,3.96
2022-04-12,1.25,3.91
2022-04-13,1.28,3.90
2022-04-14,1.26,3.99
2022-04-15,.,.
2022-04-18,1.27,4.03
2022-04-19,1.28,4.11
2022-04-20,1.29,4.07
2022-04-21,1.30,4.17
2022-04-22,1.33,4.20
2022-04-25,1.35,4.14
2022-04-26,1.36,4.10
2022-04-27,1.38,4.13
2022-04-28,1.38,4.19
2022-04-29,1.39,4.24
2022-04-30,1.41,4.27
2022-05-02,1.41,4.36
2022-05-03,1.40,4.33
2022-05-04,1.41,4.27
2022-05-05,1.39,4.38
2022-05-06,1.40,4.43
2022-05-09,1.44,4.42
2022-05-10,1.45,4.36
2022-05-11,1.45,4.32
2022-05-12,1.48,4.26
2022-05-13,1.47,4.36
2022-05-16,1.49,4.33
2022-05-17,1.49,4.43
2022-05-18,1.52,4.40
2022-05-19,1.54,4.38
2022-05-20,1.55,4.33
2022-05-23,1.53,4.38
2022-05-24,1.54,4.28
2022-05-25,1.49,4.22
2022-05-26,1.44,4.17
2022-05-27,1.41,4.15
2022-05-30,1.41,4.16
2022-05-31,1.40,4.23
2022-06-01,1.37,4.29
2022-06-02,1.38,4.28
2022-06-03,1.38,4.32
2022-06-06,1.37,4.38
2022-06-07,1.38,4.34
2022-06-08,1.37,4.38
2022-06-09,1.38,4.42
2022-06-10,1.41,4.59
2022-06-13,1.46,4.85
2022-06-14,1.46,4.96
2022-06-15,1.45,4.86
2022-06-16,1.49,4.82
2022-06-17,1.50,4.79
2022-06-20,1.50,4.80
2022-06-21,1.49,4.84
2022-06-22,1.54,4.74
2022-06-23,1.56,4.69
2022-06-24,1.55,4.72
2022-06-27,1.54,4.78
2022-06-28,1.56,4.81
2022-06-29,1.58,4.73
2022-06-30,1.64,4.68
2022-07-01,1.65,4.63
2022-07-04,1.65,4.63
2022-07-05,1.67,4.58
2022-07-06,1.65,4.67
2022-07-07,1.60,4.71
2022-07-08,1.57,4.76
2022-07-11,1.58,4.68
2022-07-12,1.59,4.66
2022-07-13,1.59,4.66
2022-07-14,1.60,4.70
2022-07-15,1.58,4.66
2022-07-18,1.55,4.67
2022-07-19,1.54,4.71
2022-07-20,1.52,4.71
2022-07-21,1.52,4.58
2022-07-22,1.52,4.46
2022-07-25,1.54,4.51
2022-07-26,1.56,4.52
2022-07-27,1.55,4.45
2022-07-28,1.54,4.39
2022-07-29,1.51,4.34
2022-07-31,1.53,4.36
2022-08-01,1.52,4.33
2022-08-02,1.51,4.46
2022-08-03,1.50,4.46
2022-08-04,1.50,4.39
2022-08-05,1.49,4.55
2022-08-08,1.49,4.49
2022-08-09,1.50,4.54
2022-08-10,1.47,4.49
2022-08-11,1.42,4.52
2022-08-12,1.41,4.49
2022-08-15,1.40,4.43
2022-08-16,1.39,4.46
2022-08-17,1.41,4.53
2022-08-18,1.41,4.52
2022-08-19,1.42,4.61
2022-08-22,1.44,4.68
2022-08-23,1.45,4.69
2022-08-24,1.43,4.73
2022-08-25,1.42,4.66
2022-08-26,1.42,4.67
2022-08-29,1.44,4.75
2022-08-30,1.45,4.77
2022-08-31,1.48,4.82
2022-09-01,1.50,4.95
2022-09-02,1.50,4.87
2022-09-05,1.51,4.88
2022-09-06,1.51,5.01
2022-09-07,1.51,4.94
2022-09-08,1.49,4.96
2022-09-09,1.47,4.98
2022-09-12,1.46,4.99
2022-09-13,1.46,5.09
2022-09-14,1.46,5.08
2022-09-15,1.45,5.13
2022-09-16,1.48,5.15
2022-09-19,1.47,5.18
2022-09-20,1.47,5.24
2022-09-21,1.47,5.21
2022-09-22,1.48,5.38
2022-09-23,1.51,5.44
2022-09-26,1.54,5.62
2022-09-27,1.58,5.75
2022-09-28,1.67,5.57
2022-09-29,1.68,5.67
2022-09-30,1.67,5.72
2022-10-03,1.65,5.58
2022-10-04,1.60,5.51
2022-10-05,1.61,5.61
2022-10-06,1.58,5.65
2022-10-07,1.60,5.73
2022-10-10,1.60,5.74
2022-10-11,1.67,5.83
2022-10-12,1.71,5.84
2022-10-13,1.71,5.94
2022-10-14,1.70,5.98
2022-10-17,1.70,5.97
2022-10-18,1.69,5.93
2022-10-19,1.70,6.06
2022-10-20,1.69,6.14
2022-10-21,1.71,6.13
2022-10-24,1.68,6.12
2022-10-25,1.69,6.00
2022-10-26,1.67,5.94
2022-10-27,1.68,5.85
2022-10-28,1.66,5.91
2022-10-31,1.66,5.98
2022-11-01,1.64,5.96
2022-11-02,1.62,5.97
2022-11-03,1.64,6.06
2022-11-04,1.61,6.06
2022-11-07,1.59,6.09
2022-11-08,1.60,6.01
2022-11-09,1.60,5.98
2022-11-10,1.58,5.68
2022-11-11,1.58,5.68
2022-11-14,1.52,5.67
2022-11-15,1.48,5.55
2022-11-16,1.48,5.48
2022-11-17,1.47,5.55
2022-11-18,1.45,5.57
2022-11-21,1.44,5.57
2022-11-22,1.43,5.51
2022-11-23,1.42,5.44
2022-11-24,1.42,5.44
2022-11-25,1.40,5.43
2022-11-28,1.40,5.42
2022-11-29,1.42,5.48
2022-11-30,1.42,5.39
2022-12-01,1.41,5.23
2022-12-02,1.40,5.20
2022-12-05,1.39,5.31
2022-12-06,1.39,5.25
2022-12-07,1.40,5.15
2022-12-08,1.38,5.19
2022-12-09,1.37,5.27
2022-12-12,1.37,5.28
2022-12-13,1.36,5.16
2022-12-14,1.37,5.14
2022-12-15,1.38,5.14
2022-12-16,1.39,5.18
2022-12-19,1.40,5.27
2022-12-20,1.41,5.35
2022-12-21,1.40,5.32
2022-12-22,1.39,5.33
2022-12-23,1.38,5.38
2022-12-26,.,.
2022-12-27,1.38,5.47
2022-12-28,1.40,5.50
2022-12-29,1.38,5.46
2022-12-30,1.38,5.48
2022-12-31,1.38,5.49
2023-01-02,.,.
2023-01-03,1.40,5.47
2023-01-04,1.40,5.39
2023-01-05,1.40,5.42
2023-01-06,1.40,5.26
2023-01-09,1.37,5.20
2023-01-10,1.35,5.25
2023-01-11,1.34,5.17
2023-01-12,1.33,5.05
2023-01-13,1.32,5.10
2023-01-16,1.32,5.10
2023-01-17,1.30,5.10
2023-01-18,1.29,4.95
2023-01-19,1.30,4.99
2023-01-20,1.29,5.06
2023-01-23,1.28,5.09
2023-01-24,1.29,5.03
2023-01-25,1.28,5.02
2023-01-26,1.26,5.04
2023-01-27,1.25,5.05
2023-01-30,1.25,5.09
2023-01-31,1.25,5.03
2023-02-01,1.25,4.94
2023-02-02,1.21,4.90
2023-02-03,1.20,5.04
2023-02-06,1.20,5.15
2023-02-07,1.20,5.17
2023-02-08,1.20,5.14
2023-02-09,1.20,5.21
2023-02-10,1.23,5.28
2023-02-13,1.24,5.28
2023-02-14,1.23,5.33
2023-02-15,1.23,5.36
2023-02-16,1.23,5.41
2023-02-17,1.26,5.40
2023-02-20,1.26,5.40
2023-02-21,1.28,5.54
2023-02-22,1.28,5.52
2023-02-23,1.28,5.48
2023-02-24,1.28,5.57
2023-02-27,1.28,5.55
2023-02-28,1.30,5.56
2023-03-01,1.29,5.65
2023-03-02,1.27,5.68
2023-03-03,1.25,5.58
2023-03-06,1.24,5.59
2023-03-07,1.25,5.63
2023-03-08,1.27,5.67
2023-03-09,1.30,5.61
2023-03-10,1.37,5.44
2023-03-13,1.51,5.33
2023-03-14,1.50,5.46
2023-03-15,1.64,5.39
2023-03-16,1.61,5.50
2023-03-17,1.62,5.34
2023-03-20,1.62,5.40
2023-03-21,1.52,5.43
2023-03-22,1.50,5.24
2023-03-23,1.52,5.18
2023-03-24,1.54,5.20
2023-03-27,1.52,5.33
2023-03-28,1.52,5.37
2023-03-29,1.50,5.37
2023-03-30,1.46,5.33
2023-03-31,1.45,5.24
2023-04-03,1.43,5.16
2023-04-04,1.43,5.08
2023-04-05,1.45,5.06
2023-04-06,1.46,5.06
2023-04-07,.,.
2023-04-10,1.45,5.19
2023-04-11,1.44,5.18
2023-04-12,1.43,5.14
2023-04-13,1.42,5.16
2023-04-14,1.39,5.21
2023-04-17,1.38,5.28
2023-04-18,1.37,5.25
2023-04-19,1.37,5.28
2023-04-20,1.38,5.23
2023-04-21,1.38,5.25
2023-04-24,1.38,5.20
2023-04-25,1.40,5.07
2023-04-26,1.41,5.14
2023-04-27,1.39,5.22
2023-04-28,1.40,5.14
2023-04-30,1.41,5.15
2023-05-01,1.40,5.29
2023-05-02,1.44,5.17
2023-05-03,1.45,5.09
2023-05-04,1.51,5.13
2023-05-05,1.48,5.19
2023-05-08,1.49,5.28
2023-05-09,1.49,5.30
2023-05-10,1.49,5.20
2023-05-11,1.49,5.17
2023-05-12,1.48,5.23
2023-05-15,1.49,5.26
2023-05-16,1.49,5.32
2023-05-17,1.49,5.36
2023-05-18,1.47,5.44
2023-05-19,1.45,5.46
2023-05-22,1.44,5.47
2023-05-23,1.44,5.46
2023-05-24,1.44,5.51
2023-05-25,1.42,5.58
2023-05-26,1.41,5.59
2023-05-29,1.41,5.60
2023-05-30,1.40,5.45
2023-05-31,1.42,5.43
2023-06-01,1.42,5.38
2023-06-02,1.39,5.47
2023-06-05,1.39,5.46
2023-06-06,1.39,5.47
2023-06-07,1.39,5.54
2023-06-08,1.40,5.48
2023-06-09,1.40,5.53
2023-06-12,1.41,5.51
2023-06-13,1.39,5.58
2023-06-14,1.38,5.57
2023-06-15,1.37,5.48
2023-06-16,1.35,5.51
2023-06-19,1.35,5.51
2023-06-20,1.35,5.48
2023-06-21,1.35,5.47
2023-06-22,1.34,5.54
2023-06-23,1.35,5.51
2023-06-26,1.36,5.48
2023-06-27,1.34,5.52
2023-06-28,1.34,5.48
2023-06-29,1.31,5.58
2023-06-30,1.30,5.55
2023-07-03,1.29,5.59
2023-07-04,1.29,5.59
2023-07-05,1.28,5.63
2023-07-06,1.29,5.73
2023-07-07,1.28,5.73
2023-07-10,1.29,5.68
2023-07-11,1.28,5.65
2023-07-12,1.27,5.52
2023-07-13,1.27,5.41
2023-07-14,1.28,5.49
2023-07-17,1.29,5.49
2023-07-18,1.28,5.47
2023-07-19,1.28,5.42
2023-07-20,1.27,5.51
2023-07-21,1.26,5.50
2023-07-24,1.25,5.52
2023-07-25,1.24,5.53
2023-07-26,1.23,5.49
2023-07-27,1.20,5.58
2023-07-28,1.19,5.53
2023-07-31,1.19,5.52
2023-08-01,1.19,5.59
2023-08-02,1.21,5.63
2023-08-03,1.22,5.72
2023-08-04,1.22,5.60
2023-08-07,1.22,5.62
2023-08-08,1.23,5.58
2023-08-09,1.23,5.58
2023-08-10,1.22,5.66
2023-08-11,1.22,5.72
2023-08-14,1.22,5.75
2023-08-15,1.23,5.77
2023-08-16,1.25,5.83
2023-08-17,1.26,5.84
2023-08-18,1.27,5.83
2023-08-21,1.26,5.90
2023-08-22,1.25,5.89
2023-08-23,1.25,5.76
2023-08-24,1.23,5.79
2023-08-25,1.23,5.80
2023-08-28,1.22,5.78
2023-08-29,1.22,5.68
2023-08-30,1.22,5.68
2023-08-31,1.22,5.66
2023-09-01,1.22,5.73
2023-09-04,1.22,5.73
2023-09-05,1.22,5.80
2023-09-06,1.23,5.85
2023-09-07,1.23,5.81
2023-09-08,1.23,5.80
2023-09-11,1.23,5.82
2023-09-12,1.23,5.82
2023-09-13,1.24,5.81
2023-09-14,1.23,5.83
2023-09-15,1.22,5.86
2023-09-18,1.22,5.85
2023-09-19,1.21,5.89
2023-09-20,1.20,5.89
2023-09-21,1.20,5.98
2023-09-22,1.20,5.92
2023-09-25,1.19,6.00
2023-09-26,1.20,6.01
2023-09-27,1.21,6.08
2023-09-28,1.23,6.05
2023-09-29,1.24,6.05
2023-09-30,1.25,6.07
2023-10-02,1.26,6.18
2023-10-03,1.28,6.30
2023-10-04,1.29,6.22
2023-10-05,1.29,6.21
2023-10-06,1.29,6.27
2023-10-09,1.29,6.27
2023-10-10,1.29,6.13
2023-10-11,1.27,6.08
2023-10-12,1.26,6.19
2023-10-13,1.27,6.13
2023-10-16,1.27,6.20
2023-10-17,1.27,6.32
2023-10-18,1.29,6.38
2023-10-19,1.31,6.44
2023-10-20,1.33,6.39
2023-10-23,1.33,6.33
2023-10-24,1.31,6.30
2023-10-25,1.30,6.38
2023-10-26,1.30,6.30
2023-10-27,1.31,6.29
2023-10-30,1.32,6.33
2023-10-31,1.32,6.37
2023-11-01,1.33,6.25
2023-11-02,1.29,6.16
2023-11-03,1.29,6.04
2023-11-06,1.28,6.11
2023-11-07,1.29,6.06
2023-11-08,1.28,6.02
2023-11-09,1.27,6.13
2023-11-10,1.26,6.11
2023-11-13,1.25,6.10
2023-11-14,1.23,5.89
2023-11-15,1.22,5.97
2023-11-16,1.21,5.88
2023-11-17,1.20,5.87
2023-11-20,1.18,5.84
2023-11-21,1.17,5.82
2023-11-22,1.15,5.80
2023-11-23,1.15,5.80
2023-11-24,1.14,5.86
2023-11-27,1.14,5.76
2023-11-28,1.14,5.70
2023-11-29,1.11,5.60
2023-11-30,1.11,5.67
2023-12-01,1.11,5.54
2023-12-04,1.10,5.59
2023-12-05,1.11,5.51
2023-12-06,1.12,5.48
2023-12-07,1.11,5.49
2023-12-08,1.10,5.57
2023-12-11,1.10,5.57
2023-12-12,1.09,5.54
2023-12-13,1.08,5.32
2023-12-14,1.04,5.18
2023-12-15,1.04,5.20
2023-12-18,1.05,5.24
2023-12-19,1.05,5.22
2023-12-20,1.06,5.17
2023-12-21,1.07,5.19
2023-12-22,1.07,5.19
2023-12-25,.,.
2023-12-26,1.06,5.19
2023-12-27,1.05,5.09
2023-12-28,1.04,5.13
2023-12-29,1.04,5.14
2023-12-31,1.04,5.14
2024-01-01,.,.
2024-01-02,1.06,5.22
2024-01-03,1.09,5.23
2024-01-04,1.09,5.30
2024-01-05,1.09,5.33
2024-01-08,1.08,5.29
2024-01-09,1.06,5.28
2024-01-10,1.04,5.27
2024-01-11,1.03,5.19
2024-01-12,1.02,5.14
2024-01-15,1.02,5.13
2024-01-16,1.02,5.23
2024-01-17,1.02,5.29
2024-01-18,1.01,5.30
2024-01-19,1.01,5.31
2024-01-22,1.01,5.28
2024-01-23,1.01,5.30
2024-01-24,0.99,5.33
2024-01-25,0.98,5.26
2024-01-26,0.97,5.27
2024-01-29,0.98,5.22
2024-01-30,1.00,5.23
2024-01-31,1.02,5.16
2024-02-01,1.04,5.10
2024-02-02,1.02,5.24
2024-02-05,1.00,5.35
2024-02-06,1.00,5.28
2024-02-07,1.00,5.30
2024-02-08,0.99,5.34
2024-02-09,1.00,5.37
2024-02-12,1.00,5.36
2024-02-13,0.99,5.51
2024-02-14,0.98,5.44
2024-02-15,0.97,5.40
2024-02-16,0.96,5.45
2024-02-19,0.96,5.45
2024-02-20,0.96,5.42
2024-02-21,0.94,5.45
2024-02-22,0.93,5.45
2024-02-23,0.95,5.42
2024-02-26,0.96,5.46
2024-02-27,0.96,5.48
2024-02-28,0.98,5.46
2024-02-29,1.00,5.46
2024-03-01,1.01,5.40
2024-03-04,1.00,5.42
2024-03-05,1.01,5.37
2024-03-06,1.01,5.34
2024-03-07,1.00,5.31
2024-03-08,0.99,5.29
2024-03-11,0.98,5.31
2024-03-12,0.97,5.35
2024-03-13,0.95,5.36
2024-03-14,0.94,5.44
2024-03-15,0.93,5.46
2024-03-18,0.92,5.46
2024-03-19,0.92,5.42
2024-03-20,0.92,5.39
2024-03-21,0.91,5.38
2024-03-22,0.92,5.33
2024-03-25,0.92,5.36
2024-03-26,0.93,5.36
2024-03-27,0.94,5.33
2024-03-28,0.93,5.34
2024-03-29,.,.
2024-03-31,0.94,5.36
2024-04-01,0.93,5.46
2024-04-02,0.93,5.47
2024-04-03,0.92,5.45
2024-04-04,0.92,5.41
2024-04-05,0.92,5.50
2024-04-08,0.91,5.52
2024-04-09,0.91,5.46
2024-04-10,0.89,5.64
2024-04-11,0.89,5.65
2024-04-12,0.92,5.63
2024-04-15,0.92,5.71
2024-04-16,0.95,5.78
2024-04-17,0.95,5.71
2024-04-18,0.94,5.75
